Index,Character
1142,缩
1470,旦
0764,历
0367,自
0408,共
1030,隔
1427,鼠
1714,践
0099,干
1193,阵
1305,盒
1792,柱
1090,史
1763,宴
1755,仰
0168,老
0943,潮
0212,七
1545,储
0710,娘
1728,田
0480,王
0978,扫
1649,舰
0832,品
0032,气
1416,稍
1164,咸
0420,合
1486,珠
0733,极
1660,埋
1344,惜
0185,没
0963,统
0982,陆
0270,息
0044,吃
0371,当
0583,永
0942,抄
0715,察
0196,拿
1050,疑
1231,叉
0237,手
0059,球
1315,恢
0398,份
0900,追
1283,幅
0365,海
0999,豆
0307,安
1453,柿
1273,射
0123,语
0772,据
0254,我
0305,啊
1335,竞
1582,浮
1117,穷
0836,失
1637,焦
1561,赌
1475,尤
1684,屏
1686,扑
0297,准
0984,替
0366,声
1251,聪
1548,庄
1083,扩
0351,绩
0067,方
1157,尾
1612,壶
1006,童
1269,堆
1736,挖
0394,便
1209,棒
1138,帅
0752,将
0303,左
1640,杰
1380,赔
1425,蔬
1498,醉
0316,夜
1532,异
0755,材
0813,怪
0534,顺
0756,婚
0261,现
1608,横
0240,果
1541,诺
0298,备
1717,爽
0838,终
0607,握
0432,换
0071,二
0381,冬
0259,雨
0051,次
0374,理
0339,才
0532,舒
1222,博
1296,键
1780,耀
1738,哇
0694,杂
1461,斜
1009,烧
1654,栏
1492,饰
0425,红
0462,举
0494,卖
0844,死
1365,矛
0526,周
0141,蛋
0914,含
0618,化
1682,贫
1034,骨
0433,黄
0997,顶
0271,习
0184,毛
1739,顽
0244,送
1245,夕
1428,摔
0674,反
1401,勤
0628,光
0777,恐
1105,闹
1124,伞
1338,核
1309,悔
0250,同
0497,题
1178,研
1573,殖
1377,尔
0354,发
0771,救
0619,标
0629,仅
1027,盖
1304,敏
0415,顾
0998,摇
0170,了
0909,货
0413,狗
1198,智
0300,走
1688,欺
0411,平
1074,距
0700,速
1735,拖
1316,忆
1040,归
1602,旗
1572,凡
1567,恩
1310,胡
0567,许
0175,零
1517,拨
0678,防
1395,欠
0334,思
1000,腐
0930,扬
1557,抵
1569,炎
0198,些
0015,子
0265,谢
0557,叹
0865,香
0817,切
0596,只
1630,尖
0736,及
0478,蓝
1518,波
0416,广
0199,那
1220,玻
0994,址
1723,探
1716,薯
1169,兄
1450,卧
1173,迅
1455,艳
1137,牙
0910,摆
1386,骗
0931,冰
0310,色
0056,电
0548,挺
0422,河
0705,根
0043,站
0100,净
0274,爷
1259,呆
0353,复
0101,什
1399,敲
0107,哥
1731,胞
1781,哲
0759,金
1298,军
1284,辅
0585,鱼
0730,议
0979,折
1170,胸
0128,号
1271,朵
0453,受
0427,湖
1458,详
1619,昏
1340,鸭
0921,抱
0941,途
1710,勺
1711,舌
0610,持
1404,乏
1749,锋
1058,既
1352,劳
0917,宝
0682,费
0405,刚
1392,萄
1491,竹
1476,犹
0575,椅
0479,篮
0464,卡
0226,三
0231,谁
0744,属
1540,撑
0584,又
0163,课
0680,屋
0654,误
0266,新
0148,教
1378,摄
0864,望
0588,愿
1181,依
1419,伸
0306,情
0192,友
1057,载
0309,全
1084,垃
0063,得
1580,峰
1791,驻
1161,谓
0486,凉
1465,虚
1795,咨
1514,逼
1206,拜
1211,悲
0809,皮
0704,种
1053,伙
1480,绒
0787,落
0218,坐
0677,式
0286,再
1362,漏
1447,唯
1289,曲
0609,保
0361,典
0859,伟
0576,般
1228,厅
1775,允
0485,练
1725,掏
0552,碗
1433,索
1373,托
1113,余
1114,企
1128,闪
1179,盐
1290,壁
0888,预
1063,究
1265,锅
0631,步
0292,正
0602,嘴
1036,瓜
0881,此
1334,届
1611,洪
1384,脾
0493,绿
1187,玉
0277,一
1662,盲
0358,春
0987,戴
0236,候
1681,偏
0208,牛
1247,罚
1406,绕
0058,开
1624,督
1423,拾
0363,算
0907,巴
0808,评
1010,官
1446,违
1102,描
0693,责
0806,胖
1085,圾
0118,还
1131,甚
0901,总
0522,秋
0513,骑
0081,读
0598,主
0380,掉
1525,仓
0084,多
1776,遭
1018,纷
0915,括
0614,被
1208,扮
0757,束
0721,汁
0451,育
0490,利
1333,戒
0287,早
0754,易
1786,肿
1230,册
1488,挣
1793,赚
1189,阅
1280,疯
0948,赞
1490,央
0327,成
0861,章
0637,厂
0937,与
1049,怀
1110,均
0177,下
1537,炒
0873,需
0086,少
1616,帝
1706,塞
0457,借
0054,打
1353,梨
0221,识
0113,贵
0906,暗
1112,限
0820,消
0174,数
0643,功
0589,越
1405,染
0018,边
0423,黑
1549,搭
0285,月
1429,眠
0428,护
1361,令
0617,赛
0031,客
0774,咖
0816,巧
0214,前
0670,裤
0326,变
0560,澡
0990,致
1281,狂
1358,恋
0341,参
0147,面
0360,词
0083,起
0048,去
0468,以
0155,进
1087,婆
1261,糕
1089,厘
1471,乙
0500,弄
0179,妈
0886,戏
1743,娱
0839,界
0528,实
0346,查
1560,跌
1761,循
0932,兵
1726,踢
1704,乳
0601,由
1200,综
0243,四
0862,武
1329,筑
0312,办
0435,者
1758,悬
1778,债
0308,静
0430,画
0370,位
0566,姓
0802,暖
0181,吗
0819,祝
0621,格
1120,权
0968,汇
0782,另
1656,牢
0296,重
0745,价
0461,酒
1391,葡
1232,插
0377,低
1592,巩
0105,告
0126,听
1679,泡
0741,术
0355,租
1799,佳
0669,订
1695,壮
0209,女
0845,谈
0140,鸡
1293,鼓
1591,宫
0993,敌
1420,剩
0962,席
0905,置
1489,执
0712,乡
0707,资
0010,半
1530,策
1013,译
0282,右
0291,着
0626,补
0780,类
1526,藏
0129,喝
1262,挡
0323,笔
1568,怒
1118,趋
1274,繁
1678,盼
0898,专
0720,庆
0988,独
0923,迫
1442,厌
0158,觉
0810,啤
0634,曾
0516,墙
1285,革
0597,末
0195,明
1483,赠
1210,怨
0410,斤
0096,分
1474,幽
1661,馒
0156,九
0419,像
1270,吨
0477,拉
0857,善
0668,调
0874,宣
0903,姨
1172,寻
0447,通
0869,李
0178,路
0390,队
0578,亿
1676,扭
1542,镇
1730,讯
1633,剑
0743,强
1094,粮
0807,批
0889,志
0664,区
0142,几
1680,炮
1286,钢
0421,适
0636,城
1629,嘉
1236,肠
0615,领
0294,道
0765,验
1709,亡
0088,儿
0041,票
1622,箭
1737,娃
0131,很
0841,首
1634,鉴
1106,宁
1669,誉
0974,措
0164,文
0724,奇
0290,这
1703,陷
1552,诞
0348,市
0571,睛
0799,木
1696,梁
0966,季
1436,损
1571,茄
1741,胁
0458,入
0375,灯
0333,意
1052,率
1718,税
1312,滑
1073,巨
0824,群
1671,磨
0798,某
1733,徒
0328,遍
0867,效
0318,饱
1379,陪
1221,璃
1563,端
0167,快
0012,帮
0171,累
0649,除
0260,先
1308,猴
1748,菌
0672,顿
0258,欢
1760,液
0138,火
0549,推
0985,遇
1376,偶
1668,灭
1068,禁
0558,闻
0139,场
1565,蹲
0531,收
0224,期
0723,害
0786,乱
1244,汗
0409,交
0325,须
0965,户
0299,桌
1414,扇
1033,购
0940,叶
1672,墨
0714,注
0193,米
0440,科
0573,药
0503,爬
0605,按
1055,获
1609,衡
0003,爸
1217,宾
1108,培
0467,怕
0321,背
0005,白
0222,真
0547,停
0228,商
0039,歌
0542,论
0242,说
1026,附
0136,答
1079,递
1581,奉
1418,舍
1600,轨
0829,散
0445,康
0842,输
0946,沉
1276,返
1047,呼
1643,融
0581,银
1589,稿
1770,隐
0661,导
0436,急
1670,膜
0376,于
1330,郊
0314,公
0442,检
1636,傲
0319,报
0281,样
1145,征
1078,棵
1355,厉
0424,板
0553,万
0594,占
1764,氧
0368,然
1252,脆
1477,豫
1061,渐
1457,献
0879,艺
0227,山
1001,堵
1091,益
1432,搜
0964,窗
0066,点
0393,且
0579,因
0024,副
0211,跑
1385,匹
0144,住
0536,随
0811,苹
1007,耳
0926,避
0085,代
1623,械
0272,校
1675,泥
1658,袖
0925,毕
1625,吉
0630,布
1235,寿
1683,聘
0916,薄
1234,拆
1037,临
0505,碰
0273,要
1744,乌
1185,秀
0362,应
1454,吓
0622,演
0002,八
0006,形
1357,盆
0311,长
1464,雄
1650,扣
0665,剧
0364,印
1773,谅
0215,钱
1111,稳
0027,病
1292,估
0525,让
1651,跨
1201,阻
0638,朝
0302,昨
0718,规
0691,付
1412,漠
1536,畅
0624,播
0007,天
0256,洗
0803,拍
0025,的
0336,满
0572,养
0047,来
1779,账
0106,诉
0349,辆
0055,动
0238,树
0213,汽
0120,有
1133,劲
1121,却
0793,美
0072,脑
0922,倍
0812,齐
1555,盗
0077,东
0944,湿
1326,肩
0045,饭
1510,炸
0523,鞋
0232,身
0644,立
1323,甲
1359,邻
1080,宽
0533,熟
1493,撞
1360,铃
0603,业
0465,靠
1350,朗
0788,麻
1527,纵
1067,释
1175,呀
0060,学
1177,严
1144,殊
0092,放
0666,台
0986,袋
1523,疾
0194,条
0280,医
0695,念
1345,肯
0359,节
1022,则
0519,楚
1701,渠
1168,郎
1351,漫
1424,瘦
0847,糖
0182,买
1229,饮
1239,乘
0110,跟
1103,述
1796,宗
1107,浓
0042,上
0746,值
0125,看
0204,呢
1100,梦
0052,从
1347,库
0545,疼
0068,图
1029,尚
1268,洞
0507,宜
1394,签
0329,表
1202,慰
0183,慢
0137,会
0899,转
0796,显
0132,后
0080,都
1389,坦
0541,讨
1554,岛
0983,型
0165,口
0248,太
0446,讲
1041,鲜
0858,危
1182,移
0097,名
1774,晕
0737,集
1134,叔
0102,么
0434,或
0074,机
1614,患
1205,拔
0918,贝
1546,串
1509,爆
1463,欣
0762,张
0989,淡
0388,信
0235,时
0267,星
1075,聚
0117,过
1449,胃
0673,展
0249,写
1307,恨
0094,飞
0033,用
1318,柴
1507,暴
0448,角
0716,众
1320,肌
1368,煤
0000,爱
1237,尝
0082,书
1163,细
0676,围
1448,委
1046,厚
0770,旧
1101,秘
1190,丈
1558,抗
1341,颗
0404,活
1559,吊
1524,酷
0104,兴
0688,父
1176,延
0826,任
0062,到
0852,痛
1216,辑
0223,日
0145,里
1088,泪
0373,处
1288,搞
1645,纠
1402,域
1444,吐
1535,盛
0009,班
0449,饺
0708,民
0255,五
0882,赢
0389,段
0908,士
0924,笨
1539,撤
1116,醒
0460,经
1146,填
0958,虫
0501,努
0739,纪
1665,猛
0868,血
0731,器
0539,阳
0697,紧
1253,款
1789,煮
1031,供
0372,倒
0667,邮
1375,仔
0357,吹
0967,纯
0783,龙
0735,础
1035,固
0970,激
1374,龄
1339,烤
1343,怜
1603,酱
1550,档
0885,箱
0079,作
0814,烈
1160,聊
0671,象
1381,喷
0057,话
0133,花
1140,酸
0933,乎
1521,踩
0823,裙
0504,排
1599,阔
0347,超
0386,度
1024,妻
0894,至
0828,仍
1700,绪
0475,乐
1325,驶
1583,苏
0652,造
0172,冷
1149,贴
0038,唱
0713,挂
0090,房
1740,威
0875,训
1214,彼
1093,良
1155,微
1225,偿
1759,旋
0499,鸟
0338,部
0028,不
1263,德
1639,奏
0945,彻
0169,师
0912,败
0491,旅
0953,惊
1097,轮
1032,构
0587,原
0750,建
0657,约
0234,十
0732,积
1473,拥
1156,维
1324,驾
1469,咬
0934,擦
1065,授
0108,个
1727,添
0568,选
1167,项
1174,亚
0890,增
0947,默
1048,吸
1435,碎
1233,询
1302,滚
0884,势
1511,惨
0850,跳
0734,基
0717,管
0454,街
0264,小
0075,影
0444,健
0395,向
0176,六
1042,寒
1566,夺
1317,泼
1644,井
0595,确
0061,生
0872,修
1342,咳
1690,恰
0278,衣
0036,差
1366,盾
0662,底
1626,祥
1647,捐
0977,雷
1417,蛇
0738,录
0191,朋
0919,密
0456,结
0675,范
0760,牌
1627,予
0728,环
0412,司
1098,巾
0825,币
1348,亏
0616,较
0114,国
0417,际
1715,欲
0969,刺
0604,座
1722,塔
0089,店
0848,甜
1370,秒
1721,踏
0753,警
0498,轻
0011,年
0396,心
0284,远
1066,阶
1191,招
0690,亲
1472,硬
1782,症
0689,母
0851,舞
0159,笑
0895,制
1421,傅
0257,喜
0335,久
1691,牵
1039,逛
0515,千
1015,松
0768,神
1575,罪
0761,尽
1246,厨
1203,岸
1322,夹
1784,慧
0521,求
0022,比
0356,船
1277,弃
1576,佛
0340,单
0431,迎
0473,哭
0217,问
0911,脱
1227,裁
1440,逃
1011,律
1751,耗
0093,假
1008,挥
1070,镜
1092,俩
1431,私
0696,赶
1615,皇
0996,源
0153,绍
1099,帽
1553,党
1798,钻
0789,烦
0580,阴
0703,各
1212,辈
1295,掌
1505,刊
1260,贷
0487,亮
0559,惯
1141,孙
1119,圈
0801,农
0512,其
0633,彩
1331,胶
1610,宏
1150,投
0790,足
0116,外
0740,技
1081,矿
0830,沙
0119,是
0656,概
1712,审
0635,产
0369,带
0268,行
0655,破
0935,料
0822,缺
0866,蕉
0046,出
1543,崇
0991,闭
0876,压
0773,绝
1219,毒
1800,废
0004,吧
1003,锻
1556,滴
0263,想
1466,押
1648,悟
0443,件
1002,肚
1077,虑
0837,石
1613,幻
0304,做
1403,劝
0313,法
0149,叫
1148,战
1213,鼻
0574,已
0050,床
1456,闲
0726,联
0833,升
1115,浅
1166,县
0470,刻
0971,粗
0653,村
0399,封
0511,普
0320,纸
0019,京
0684,丰
0035,茶
0902,阿
0827,何
1618,绘
0407,更
0920,守
0537,所
0758,解
1062,江
1199,逐
0245,岁
1127,晒
0784,线
0489,流
0154,今
0961,售
0853,苦
1311,虎
0625,断
0685,富
1407,忍
0569,颜
1713,圣
0017,北
0127,玩
1346,控
1279,享
1769,谋
0927,免
0980,针
1765,野
0190,们
1139,塑
0992,登
1756,旺
1601,跪
0606,把
0180,马
0301,最
0496,连
1531,略
1544,宠
1501,遵
1588,港
0517,青
1785,忠
1069,竟
0476,筷
0157,就
1243,臭
1195,府
0016,杯
1072,局
1772,宇
0546,提
0658,夫
1467,肃
1019,奋
1502,挨
0959,抽
1693,谦
0283,元
0797,命
1468,邀
0225,肉
0026,人
1595,障
0437,计
1750,嫌
1388,频
0229,网
0037,常
0749,简
1045,码
1398,悄
0469,克
1746,牺
1768,憾
0687,福
1659,嘛
0639,吵
1547,醋
1218,饼
1158,未
1415,涨
1606,谐
1300,鬼
1641,截
0800,容
0160,考
0956,寸
1186,幼
0821,世
1519,捕
0877,烟
0913,裹
0152,介
1653,赖
0509,漂
1135,暑
1250,辞
1503,罢
0103,高
1445,兔
1443,偷
0586,言
1593,贡
1143,躺
0053,错
0151,姐
0403,感
1745,蹈
0207,您
1702,券
1122,燃
1578,裂
0008,百
1014,映
1617,毁
1060,减
0452,接
0253,忘
1327,艰
0896,猪
1564,伍
0880,义
1697,侵
0623,并
0345,层
1538,股
0262,在
1321,挤
1438,抬
0150,楼
0472,空
0640,架
1783,枝
1694,潜
0550,腿
0928,编
0488,留
1631,监
1171,择
0146,见
1732,铜
0402,改
0954,迟
1689,氛
0659,团
1372,糊
0463,句
1349,烂
0186,系
1147,挑
1224,耐
0608,搬
0143,记
0751,设
1534,昌
0981,模
0197,哪
0883,优
0279,服
0293,知
1642,额
0400,务
0122,汉
1207,版
0202,南
1462,辛
0835,胜
0246,他
1439,弹
1708,谷
1692,铅
1153,弯
1426,悉
0384,园
1762,沿
0854,突
0219,热
0641,衬
0001,好
0112,关
0698,敢
1719,寺
0951,担
1635,骄
1410,洒
1409,软
1533,迁
1291,沟
1628,盟
0441,庭
1520,纳
1136,刷
1256,胆
1677,榜
1397,抢
0663,待
1652,啦
1257,纲
1632,捡
0317,助
0648,初
1434,宿
1479,羽
0709,姑
1382,披
1282,扶
0972,促
0627,充
0632,采
1306,贺
1400,瞧
1408,扔
1248,帘
1754,薪
1254,击
1496,碍
1371,仿
1529,侧
1354,貌
1729,径
1707,丧
1664,蒙
0795,族
0645,员
1012,翻
1655,懒
0556,喂
0681,访
0577,直
1109,质
1266,丢
1183,遗
0524,取
1059,寄
0540,态
1194,政
0748,决
1667,妙
1430,硕
0484,脸
0095,非
1020,斗
0563,相
1264,震
0742,继
0863,希
1598,辉
1484,摘
0891,争
1577,肺
1038,盘
0206,你
0392,而
0794,丽
0870,状
0397,钟
0766,营
1657,灵
1241,愁
1028,趣
0642,衫
1699,洁
0612,险
0960,奖
1570,番
0725,互
0683,配
0098,风
0804,派
1597,拐
0406,级
0502,力
1071,居
1056,即
0929,辩
0779,浪
0200,奶
0134,坏
1051,缓
0040,车
1017,之
0230,午
1513, 
0378,铁
0288,怎
0418,喊
0391,云
0592,脏
1522,残
1162,引
1086,辣
1495,豪
0647,续
1152,袜
1367,贸
0520,晴
0064,地
0014,包
1180,腰
1064,降
0492,游
0379,头
0187,事
0763,济
0216,请
0791,媒
1076,卷
0878,羊
0337,定
0719,内
0295,中
1016,肥
1275,荣
1485,珍
0455,目
1797,祖
0815,桥
0269,休
0995,梯
0201,男
0161,试
1579,愤
0729,境
0401,该
0702,性
1500,敬
1129,赏
0565,组
1413,傻
1021,俗
1025,符
1411,杀
1585,肝
1104,摸
0205,能
0034,菜
0775,啡
0508,片
1451,污
1478,谊
1771,愉
1390,凭
0091,间
1363,逻
0897,抓
0564,响
1369,诊
0776,始
0241,睡
0013,忙
0315,室
0600,己
0387,短
1297,冠
0166,块
0840,指
0020,本
0646,程
1508,露
1154,络
1528,厕
0831,伤
1267,冻
1590,攻
0562,夏
1753,晓
0686,否
0957,冲
0189,门
0975,施
0699,冒
1499,尊
1705,若
0510,瓶
1082,泉
0474,餐
1584,涉
0856,退
0747,坚
0252,晚
0021,量
1337,俱
0459,近
1184,勇
0276,页
0955,尺
1215,幕
0385,音
0805,判
1437,锁
1515,缘
0343,加
0769,景
1332,触
1685,坡
0130,和
1687,铺
0871,幸
1123,弱
1396,枪
0087,饿
1482,糟
0330,示
1238,倡
0466,可
0121,孩
1638,揭
1044,毫
1724,趟
1095,疗
1130,申
1294,励
0860,卫
1459,歇
1126,林
